,area,bathroom_num,bedroom_num,city,desc,dev_name,floor_count,floor_num,furnishing,id,id_string,latitude,locality,longitude,post_date,poster_name,price,project,title,trans,type,url,user_type
18757,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,Upper Basement floor,North facing This is a spacious and thoughtfully designed 2 BHK apartment for rent in Powai, Central Mumbai suburbs. This 10 year old property is a part of Cosmopolitan Chs. It is on the 4th floor of 11 floors. The builtup area is 1050 sq. ft. and the carpet area is 650 sq. ft. This well designed apartment has 2 bathrooms. This is a west facing apartment.You get this apartment unfurnished.This property faces a 30 feet wide road. The society is equipped with features like lifts, park, visitor parking, water storage, intercom facility and securityfire alarm. It also has a number of lifestyle ameni",Mhada Group,7.0,-1.0,Unfurnished,46645623,domcache_srp_46645623,19.120203333333333,Powai lake,72.89924166666667,2019-12-11,Amol  Kharat,42000,Powai Jaltarang CHS," 2 BHK Apartment for Rent in Powai Jaltarang CHS, Powai lake 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-lake-in-Mumbai&id=4d423436363435363233,Agent
18796,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,10 floor,North - East facing andheri west lokhndwala",DLH Developers,17.0,10.0,Furnished,19399183,domcache_srp_19399183,19.142096,Andheri West,72.826173,2019-11-17,Asif Hasmi,50000,DLH Orchid," 2 BHK Apartment for Rent in DLH Orchid, Andheri West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai-r3&id=4d423139333939313833,Agent
18806,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,8 floor,North - East facing 2BHK fully furnished flat available for immediate rent at panch srishti complex Powai. near S.M. Shetty School",Srishti Group,16.0,8.0,Furnished,45745073,domcache_srp_45745073,0.0,Powai,0.0,2020-01-11,Prem  Kumar,48000,Srishti Panch Srishti," 2 BHK Apartment for Rent in Srishti Panch Srishti, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423435373435303733,Agent
18808,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,4 floor,East facing 2 BHK, Multistorey Apartment is available for Rent in Santacruz East, Mumbai for 46,000",V.R. Mittal Pvt. Ltd.,10.0,4.0,Semi-Furnished,46784309,domcache_srp_46784309,19.0817630822151,Santacruz East,72.8506330949477,2019-12-18,Vashdev Nagpal,46000,Krishna Galaxy," 2 BHK Apartment for Rent in Krishna Galaxy, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai&id=4d423436373834333039,Agent
18825,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,2 floor,East facing 2 bhk flat fully furnished available for rent in mayfair hillcrest building which is located at vikhroli west. The complex is based on a hill and has good height and view from the flat. Cross ventilation, east west entry , swimming pool and garden view at one glance, back waters of navi mumbai view are few of the best selling points of this project also strategically located close to vikhroli station and 10 min from the Rcity mall. Hiranandani complex is 10 min from this place. Looking for family clients at earliest for long term leasing only. Call for more details and inspection.",Mayfair Housing,22.0,2.0,Furnished,45715023,domcache_srp_45715023,19.1066791,Vikhroli West,72.917087,2020-01-11,Pankaj Nagpal,48000,Mayfair Hillcrest," 2 BHK Apartment for Rent in Mayfair Hillcrest, Vikhroli West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Vikhroli-West-in-Mumbai&id=4d423435373135303233,Agent
18830,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,4 floor,East facing This complex was constructed by One of best Builder  known as Raheja Group., One of the best Township in Powai, Mumbai, like- Good Surrounding, Healthy Atmosphere, Cosmopolitan Complex, With modern amenities, This complex is closed to Nahar and Lakehome Complex.  Most Important thing is that good connectivity through JVLR from Eastern Express Highway to Western Express Highway. For further details contact Vaibhav Property Consultants. Society Maintenance charges will be bare by Flat Owner only",Raheja Developers Ltd.,7.0,4.0,Unfurnished,47074399,domcache_srp_47074399,19.1181,Powai,72.89484909999999,2020-01-11,Vaibhav  Lahane,45000,Raheja Vihar," 2 BHK Apartment for Rent in Raheja Vihar, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423437303734333939,Agent
18834,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,10 floor,East facing Un  Furnished 2 BHK in Vasu Kamal Complex at  Saki Vihar Road Chandivali Powai is a very good location. This Is Un Furnished with, kitchen, Light, Fan, Gas Pipe Line Connection  ETC. All Modern Amenities Available in this Complex Like Swimming Pool, Garden, Club House, Children Play Area, 24 hr. Security. It is well connected by trains, buses and public transports. Vegetable markets, shops, hotel, hospitals, banks, super markets are available in this locality.",The Wadhwa Group,10.0,10.0,Unfurnished,46473603,domcache_srp_46473603,19.11659295,Powai,72.88992792,2020-01-13,Avinash  Babar,46000,Vasu Kamal," 2 BHK Apartment for Rent in Vasu Kamal, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423436343733363033,Agent
18863,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,30 floor,North - East facing A 2bhk flat available for rent in runwal greens",Runwal Developers,39.0,30.0,Semi-Furnished,46659525,domcache_srp_46659525,19.1637685,Link Road,72.9390525,2020-01-11,Jinoy  Mathew,40000,Runwal Greens," 2 BHK Apartment for Rent in Runwal Greens, Link Road 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Link-Road-in-Mumbai&id=4d423436363539353235,Agent
18867,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,10 floor,North - East facing 2 BHK flatSemi Furnishedavailable on RENT in Vasant Oasis, Makwana Road, Marolwith Stilt Car Parking and World Class Amenitiesimmediate PossessionKitchen Cabinet and Piped Gas avaialblefor details, please, contact us",Sheth Creators,22.0,10.0,Semi-Furnished,44249927,domcache_srp_44249927,19.114625,Andheri East,72.88409300000002,2020-01-11,Zara  Nadvi,49000,Vasant Oasis," 2 BHK Apartment for Rent in Vasant Oasis, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai-r1&id=4d423434323439393237,Agent
18884,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,9 floor,East facing Available 2 Bhk flat For Rent In White Lily Water Lily at Nahar Amrit Shakti this is a Un Furnished Flat With Modular Kitchen. all modern Amenities Available in this Complex like Swimming pool, Garden Club House, Children Play Area, 24 hr. Security. The location of the property is fantastic with an excellent access to banks, schools, parks, hospital, supermarkets, shopping malls, and hotels & restaurants Gated community secures and open lay out flat enjoys scenic landscaping view of Powai Lake",Nahar Group,20.0,9.0,Unfurnished,47049785,domcache_srp_47049785,19.111263,Chandivali,72.8956507,2020-01-13,Avinash  Babar,47000,Water Lily And White Lily," 2 BHK Apartment for Rent in Water Lily And White Lily, Chandivali 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandivali-in-Mumbai&id=4d423437303439373835,Agent
18913,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,6 floor,East facing Fully Furnished 2 Bhk Flat For Rent in Panch Complex Located on Hiranandani Garden, Powai. Fully Furnished with Wardrobe, AC, Sofa, Washing Machine, Fridge, Gas Pipe Line Connection, Light, Fan, ETC. With all amenities in the complex like Garden, Swimming Pool, Play Area, Health Facilities, Recreation Facilities, 24 Hr Backup, Maintenance Staff, Security, Intercom, Club House, Rain Water Harvesting, Wi-fi, Broadband Internet, Bank/Atm, Community Hall etc. The apartment is Semi furnished with modular kitchen, Gas Connection, Interested can call for further details.",Srishti Construction,18.0,6.0,Furnished,40669053,domcache_srp_40669053,19.1139745,Powai,72.9035992,2019-11-23,Ramesh  Babar,47000,Panch Complex," 2 BHK Apartment for Rent in Panch Complex, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai-r1&id=4d423430363639303533,Agent
18915,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,5 floor,East facing Two bhk plus terrace on rent in santacruz east vakola one car parking contact us for inspection.",V.R. Mittal Pvt. Ltd.,12.0,5.0,Semi-Furnished,46736171,domcache_srp_46736171,19.0817630822151,Santacruz East,72.8506330949477,2019-12-16,Vashdev Nagpal,46000,Krishna Galaxy," 2 BHK Apartment for Rent in Krishna Galaxy, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai&id=4d423436373336313731,Agent
18916,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,14 floor,East facing 2 bhk flat for rent in mayfair hillcrest vikhroli west.family & bachelors.immediately.1 water purifier, 5 fan, 1 fridge, 1 exhaust fan, 1 dining table, 2 geyser, 1 stove, 16 light, 1 curtains, 1 modular kitchen, 1 tv, 1 chimney, 3 ac, 2 bed, 2 wardrobe, 1 sofa, 1 washing machine, 1 microwave.vijay estate agency.",Mayfair Housing,18.0,14.0,Furnished,45522603,domcache_srp_45522603,19.1066791,Vikhroli West,72.917087,2020-01-11,Dwarkadas  Jogeshwar,50000,Mayfair Hillcrest," 2 BHK Apartment for Rent in Mayfair Hillcrest, Vikhroli West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Vikhroli-West-in-Mumbai&id=4d423435353232363033,Agent
18934,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,9 floor,East facing 2 bhk un furnished flat for rent in lake homes. With full facility club house having swimming pool, gym, tennis, squash courts. The flat is conveniently located near very good schools and hospitals. Powai is very nice locality in this city and well developed for schools, colleges, gardens, major multi nationals have set up the offices here. Lake is very close by, ample mode of public transport from bus; Trains, taxis, autos & airport are close.",Supreme Universal,22.0,9.0,Unfurnished,47050281,domcache_srp_47050281,19.1135524,Powai,72.8995003,2020-01-13,Avinash  Babar,48000,Lake Homes," 2 BHK Apartment for Rent in Lake Homes, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423437303530323831,Agent
18944,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,15 floor,North facing view and airy flat and and we'll maintained brand flat available for rent in Vasant Oasis complex marol Andheri East",Sheth Creators,22.0,15.0,Unfurnished,44586573,domcache_srp_44586573,19.114625,Andheri East,72.88409300000002,2019-12-01,Mudassar,50000,Vasant Oasis," 2 BHK Apartment for Rent in Vasant Oasis, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai-r1&id=4d423434353836353733,Agent
18945,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor,East facing 2-B-H-K flat available for on rent at Rs.43000/- in the heart of deonar. Located at prime and prominent location at deonar, The property is all sides open. It has a super breeze in addition to the natural sunlight. The property is in a cosmopolitan cooperative housing society. The society is located in one of the best locations of deonar, where commutation is never a problem. The society is also located near to all the basic necessities of life like schools, markets, banks, hospitals, parks etc.",Runwal Developers,10.0,5.0,Unfurnished,39295413,domcache_srp_39295413,19.0508715,Lakme Road,72.9141782,2019-12-24,Bhagwan Khulkhule,43000,Runwal Serene," 2 BHK Apartment for Rent in Runwal Serene, Lakme Road 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Lakme-Road-in-Mumbai-r3&id=4d423339323935343133,Agent
18981,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,3 floor,East facing 2 bhk Fully furnished flat for rent at GHP Powai Vihar Complex  with club house having swimming pool, gym, tennis, squash courts. Semi furnished house with all geyser, ac in all rooms, wardrobe, modular kitchen , Sofa, Fridge, Washing Machine, piped gas connection with servant room etc. The flat is conveniently located near very good schools and hospitals. Powai is very nice locality in this city and well developed for schools, colleges, gardens, major multinationals have set up the offices here. Lake is very close by, ample mode of public transport from bus, trains, taxis, autos & airport are",GHP Group,7.0,3.0,Furnished,41375191,domcache_srp_41375191,19.117961175153894,Powai,72.9023774234891,2019-11-15,Ramesh  Babar,50000,Powai Vihar Complex," 2 BHK Apartment for Rent in Powai Vihar Complex, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai-r1&id=4d423431333735313931,Agent
18985,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,4 floor,North - East facing New 2 BHK flat in a New Building of Vasant Oasis, Marolavailable on RENT Semi furnished flat with Kitchen Cabinet and Piped gasImmediate Possessionwith All World Class Amenities in the ComplexFor details, please, contact us",Sheth Creators,22.0,4.0,Semi-Furnished,45840273,domcache_srp_45840273,19.114625,Andheri East,72.88409300000002,2020-01-06,Zara  Nadvi,49000,Vasant Oasis," 2 BHK Apartment for Rent in Vasant Oasis, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai-r1&id=4d423435383430323733,Agent
19002,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,11 floor,East facing The 2 bedroom Flat is located on fourth floor and has 2 bathroom Get this beautiful flat on a monthly charges of 40000.",GHP Group,14.0,11.0,Unfurnished,43034787,domcache_srp_43034787,19.11640153,Powai,72.90453169,2020-01-11,Yash Kumar,40000,Palazzio CHS," 2 BHK Apartment for Rent in Palazzio CHS, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423433303334373837,Agent
19004,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor,East facing International Airport. Prime location. Veryconvenient and easy access to Bus Stop, Main Roads, Schools, Hospital, ATM, Malls, Bank and the Restaurants.",Cresent Developers,13.0,5.0,Unfurnished,46481821,domcache_srp_46481821,19.0999084,Safed Pul,72.8810224,2019-12-04,Mudassar,45000,Cresent Park," 2 BHK Apartment for Rent in Cresent Park, Safed Pul 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Safed-Pul-in-Mumbai&id=4d423436343831383231,Agent
19016,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,4 floor,East facing Semi Furnished 2 BHK flat for rent. set amongst one of the best address- Crystal Palace, Rambaug, Powai. The apartment is Semi furnished with kitchen cabinet, ac, wardrobes, light, fan etc. Close proximity to Powai. Airy and well ventilated, 24x7 drinking water, power backup, lift, in house maintenance service. Close proximity to most revered corporations.",GHP Builders And Developers,12.0,4.0,Semi-Furnished,31945687,domcache_srp_31945687,19.1192445,Chandivali,72.8996312,2020-01-12,Sachin,45000,Crystal Palace," 2 BHK Apartment for Rent in Crystal Palace, Chandivali 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandivali-in-Mumbai-r1&id=4d423331393435363837,Agent
19036,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,7 floor,East facing 2 bhk flat for rent in nirmal lifestyle lbs rd moti nagar mulund colony mulund west.all morden amenities.family only.immediately.semi furnished.1 covered parking.vijay estate agency.",Nirmals Constructions,30.0,7.0,Semi-Furnished,46275115,domcache_srp_46275115,19.165507,LBS Marg,72.935537,2020-01-11,Dwarkadas  Jogeshwar,46000,Nirmal Lifestyle," 2 BHK Apartment for Rent in Nirmal Lifestyle, LBS Marg 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-LBS-Marg-in-Mumbai&id=4d423436323735313135,Agent
19074,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,7 floor,North facing 2BHK fully furnished flat available for rent at Panch Shristi complex. It a very good Society close to hiranandani Gardens. Has a very good approach to all the way like bus stop, railway station, market, school etc..",Srishti Group,18.0,7.0,Furnished,45740655,domcache_srp_45740655,0.0,Powai,0.0,2020-01-11,Yash Kumar,50000,Srishti Panch Srishti," 2 BHK Apartment for Rent in Srishti Panch Srishti, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423435373430363535,Agent
19079,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor,East facing garden,  kid play area,  pipe gas",Acme Builders Pvt Ltd,7.0,5.0,Unfurnished,43312177,domcache_srp_43312177,19.1737749886016,Malad West,72.8406757267728,2020-01-04,Shahid Manaf,45000,Acme Complex," 2 BHK Apartment for Rent in Acme Complex, Malad West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Malad-West-in-Mumbai-r1&id=4d423433333132313737,Agent
19093,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,6 floor,East facing An excellent 2 bhk residential apartment for rent  It is a very good property and has 1 balconys which make the apartment more spacious. It has vitrified flooring. It is an east facing property and has intercom facility, lifts, maintenance staff, visitor parking, water storage, securityfire alarm and pipedGa etc. The society too has features like fitness centregym, park, security personnel and water softening plant which adds to the attractiveness of the property.",Cooperative Group Housing Society,7.0,6.0,Unfurnished,45882351,domcache_srp_45882351,19.172305,Film City,72.87261550000002,2020-01-13,Ajit  Bodke,40000,Gokuldham Complex," 2 BHK Apartment for Rent in Gokuldham Complex, Film City 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Film-City-in-Mumbai&id=4d423435383832333531,Agent
19099,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor,East facing Two bhk on rent in vakola santacruz east one car parking contact us for inspection and information.",V.R. Mittal Pvt. Ltd.,10.0,5.0,Unfurnished,46848867,domcache_srp_46848867,19.0817630822151,Santacruz East,72.8506330949477,2019-12-21,Vashdev Nagpal,45000,Krishna Galaxy," 2 BHK Apartment for Rent in Krishna Galaxy, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai&id=4d423436383438383637,Agent
19115,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,4 floor,East facing The property is in a cosmopolitan cooperative housing society. The society is located in one of the best locations of chembur, Where commutation is never a problem. The society is also located near to all the basic necessities of life like schools, Markets, Banks, Hospitals, Parks etc. The flat is very well maintained,The property / society is also blessed with water and electricity. We have many more options for genuine clients which will suit your requirement and fit in your budget, Call for inspections.BHAGWAN,Keys with us. Immediate",Kukreja construction,7.0,4.0,Unfurnished,38717747,domcache_srp_38717747,19.0457733,Chembur,72.8971884,2019-12-02,Bhagwan Khulkhule,44000,Sai Deep," 2 BHK Apartment for Rent in Sai Deep, Chembur 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chembur-in-Mumbai-r3&id=4d423338373137373437,Agent
19127,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor,East facing its a good property,and resides in very nice location,with sveral amenities,beside it,and has good security system....",Sadguru Group Housing & Infrastructure,8.0,5.0,Unfurnished,45760117,domcache_srp_45760117,19.1741063832625,Film City,72.87221706723409,2020-01-13,Ajit  Bodke,45000,Sadguru Complex," 2 BHK Apartment for Rent in Sadguru Complex, Film City 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Film-City-in-Mumbai&id=4d423435373630313137,Agent
19141,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,5 floor,East facing its a good interior flat and several ameneties,,with well done up furniture,and good security system etc...",Ashish Estates & Properties,20.0,5.0,Furnished,45591147,domcache_srp_45591147,19.177220805592,Film City Road,72.8705878488227,2020-01-13,Ajit  Bodke,45000,Swapnalok Tower," 2 BHK Apartment for Rent in Swapnalok Tower, Film City Road 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Film-City-Road-in-Mumbai&id=4d423435353931313437,Agent
19145,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,13 floor,North - East facing Two BHK semi -furnished flat for rent. Near  to eastern express high way.Bus stop ,School,collage , Markets,Restaurant Banks,Hospitals,ATM are near to the property .Shopping malls are also near to the property .Ten minutes from station.",Haware,19.0,13.0,Semi-Furnished,44091585,domcache_srp_44091585,28.599658,Chembur,77.03724659999997,2020-01-11,Sandesh,45000,Eden Tower," 2 BHK Apartment for Rent in Eden Tower, Chembur 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chembur-in-Mumbai&id=4d423434303931353835,Agent
19164,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,7 floor,East facing Un-furnished 2bhk with furnished  kitchen pipeline gas very well maintained society, peaceful locations, vibrant locality market, school, bank, restaurant, and grocery stores all close by also many more other apartments of different sizes in different locations in to suit your convenience for inspections kindly call one month brokerage is applicable",GHP Group,14.0,7.0,Unfurnished,33295489,domcache_srp_33295489,19.1191814,Powai lake,72.9001756,2020-01-12,Sachin,42000,Crystal Court," 2 BHK Apartment for Rent in Crystal Court, Powai lake 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-lake-in-Mumbai-r2&id=4d423333323935343839,Agent
19179,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,13 floor,North - East facing 2bhk semi furnished flat in a very good society of andheri west on higher floor, market is nearby well connected to Andheri and joggeshwari station, infinity mall is very close to this building",Evershine Builders,25.0,13.0,Semi-Furnished,46687383,domcache_srp_46687383,19.144893600000003,Andheri West,72.8368073,2020-01-13,Vaishnavi Choudhary,47300,Evershine Cosmic," 2 BHK Apartment for Rent in Evershine Cosmic, Andheri West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai&id=4d423436363837333833,Agent
19184,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,5 floor,North - East facing This is an east facing ready to move In 15 year old semifurnished 2 bhk flat for rent in goregaon East, mumbai andheriDahisar. It is a part of vasant valley. It has 2 bathrooms.It is built over a total area of 1050 sq. Ft. With builtUp area 850 sq. Ft. And carpet area 750 sq. Ft. It adorns vitrified flooring.It is on the 4th floor of 8 floors.",Shethcorp Pvt. Ltd.,8.0,5.0,Semi-Furnished,45740527,domcache_srp_45740527,19.1768603281452,Film City Road,72.8627587443723,2020-01-12,Ajit  Bodke,45000,Vasant Valley," 2 BHK Apartment for Rent in Vasant Valley, Film City Road 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Film-City-Road-in-Mumbai&id=4d423435373430353237,Agent
19189,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,5 floor,East facing Semi furnished two bhk on rent in santacruz east one car parking no restrictions contact us for inspection and information.",Cooperative Group Housing Society,6.0,5.0,Semi-Furnished,46539757,domcache_srp_46539757,0.0,Santacruz East,0.0,2019-12-06,Vashdev Nagpal,42000,Aaram CHS," 2 BHK Apartment for Rent in Aaram CHS, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai&id=4d423436353339373537,Agent
19200,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,10 floor,East facing 2bhk apartment for rent in. It is a select apartment, located on the floor of floors. It has vitrified flooring. It is a. It has lift(S), park, maintenance staff, visitor parking, water storage, intercom facility and security/fire alarm. The property amenities include internet/wi-Fi connectivity, central air conditioner, water purifier and piped-Gas. Other features include swimming pool, security personnel, water softening plant, club house/community center, fitness centre/gym and shopping centre etc. There is also a provision for rain water harvesting. No power cut.",Spenta Builders,11.0,10.0,Unfurnished,46481213,domcache_srp_46481213,19.1293717,Sakinaka Junction,72.8525247,2019-12-04,Mudassar,40000,Palazzio," 2 BHK Apartment for Rent in Palazzio, Sakinaka Junction 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Sakinaka-Junction-in-Mumbai&id=4d423436343831323133,Agent
19241,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,5 floor,East facing Available 2 Bhk Semi furnished in Gundecha Hills which is situated on Chandivali Farm Road With all amenities in the complex like Garden, Swimming Pool, Play Area, Health Facilities, Recreation Facilities, 24 Hr Backup, Maintenance Staff, Security, Intercom, Club House, Rain Water Harvesting, Wifi, Broadband Internet, Tennis Court, Badminton Court, Gymnasium, BankAtm, Community Hall etc. The apartment is Semi furnished with modular kitchen, pipe gas, Ac, Wardrobes etc….Interested can call for further details",Gundecha Group,15.0,5.0,Semi-Furnished,47230883,domcache_srp_47230883,19.1121433333333,Powai,72.90314000000002,2020-01-12,Sachin,50000,Gundecha Hills," 2 BHK Apartment for Rent in Gundecha Hills, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423437323330383833,Agent
19245,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,1 floor,North - East facing Semi Furnished 2 BHK Flat with 1 Balconyavailable on RENT in Manavsthal Heights, Marolwith Parking and All Modern amenities available in the ComplexImmediate PossessionRent 45 KDep 2 Lacfor details, please, contact us",Kamanwala Industries,12.0,1.0,Semi-Furnished,46739225,domcache_srp_46739225,19.1160771,Andheri East,72.8870803,2019-12-16,Zara  Nadvi,45000,Manavsthal," 2 BHK Apartment for Rent in Manavsthal, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai&id=4d423436373339323235,Agent
19249,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,4 floor,East facing It's a 4th floor Multistorey Apartment in a building of total 6 floors. The Multistorey Apartment construction is above 20 years. Prime facilities are easily accessible from this place with Crea School (4 km ). Other key neighbourhood are Bank of Baroda (4 km ).",Cooperative Group Housing Society,6.0,4.0,Semi-Furnished,44218425,domcache_srp_44218425,0.0,Santacruz East,0.0,2019-11-25,Vashdev Nagpal,42000,Aaram CHS," 2 BHK Apartment for Rent in Aaram CHS, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai&id=4d423434323138343235,Agent
